negocio,data,modalidade,valor_bruto
vestuario,2025-12-11,debito,397.25
vestuario,2025-12-11,credito_vista,696.62
vestuario,2025-12-11,credito_4x,1241.94
vestuario,2025-12-12,pix,634.47
vestuario,2025-12-12,debito,858.12
vestuario,2025-12-12,credito_vista,1203.78
vestuario,2025-12-12,credito_4x,2973.65
vestuario,2025-12-13,pix,923.31
vestuario,2025-12-13,debito,1271.04
vestuario,2025-12-13,credito_vista,1001.96
vestuario,2025-12-13,credito_4x,2215.92
vestuario,2025-12-14,pix,188.68
vestuario,2025-12-14,debito,255.78
vestuario,2025-12-14,credito_vista,340.24
vestuario,2025-12-14,credito_4x,685.05
vestuario,2025-12-15,pix,424.74
vestuario,2025-12-15,debito,528.74
vestuario,2025-12-15,credito_vista,989.51
vestuario,2025-12-15,credito_4x,1968.0
vestuario,2025-12-16,pix,363.62
vestuario,2025-12-16,debito,566.2
vestuario,2025-12-16,credito_vista,772.21
vestuario,2025-12-16,credito_4x,2371.6
vestuario,2025-12-17,pix,527.53
vestuario,2025-12-17,debito,847.76
vestuario,2025-12-17,credito_vista,760.94
vestuario,2025-12-17,credito_4x,2163.51
vestuario,2025-12-18,pix,499.61
vestuario,2025-12-18,debito,740.13
vestuario,2025-12-18,credito_vista,724.75
vestuario,2025-12-18,credito_4x,1560.79
vestuario,2025-12-19,pix,381.21
vestuario,2025-12-19,debito,708.44
vestuario,2025-12-19,credito_vista,1116.55
vestuario,2025-12-19,credito_4x,2345.54
vestuario,2025-12-20,pix,510.35
vestuario,2025-12-20,debito,936.95
vestuario,2025-12-20,credito_vista,1533.83
vestuario,2025-12-20,credito_4x,3084.79
vestuario,2025-12-21,pix,212.55
vestuario,2025-12-21,debito,403.73
vestuario,2025-12-21,credito_vista,468.4
vestuario,2025-12-21,credito_4x,944.74
vestuario,2025-12-22,pix,380.98
vestuario,2025-12-22,debito,715.78
vestuario,2025-12-22,credito_vista,960.66
vestuario,2025-12-22,credito_4x,2078.69
vestuario,2025-12-23,pix,413.85
vestuario,2025-12-23,debito,838.73
vestuario,2025-12-23,credito_vista,676.87
vestuario,2025-12-23,credito_4x,1616.27
vestuario,2025-12-24,pix,715.03
vestuario,2025-12-24,debito,909.92
vestuario,2025-12-24,credito_vista,916.82
vestuario,2025-12-24,credito_4x,2447.59
vestuario,2025-12-25,pix,319.91
vestuario,2025-12-25,debito,818.81
vestuario,2025-12-25,credito_vista,602.93
vestuario,2025-12-25,credito_4x,2058.51
vestuario,2025-12-26,pix,417.3
vestuario,2025-12-26,debito,553.74
vestuario,2025-12-26,credito_vista,950.75
vestuario,2025-12-26,credito_4x,1695.34
vestuario,2025-12-27,pix,765.11
vestuario,2025-12-27,debito,750.07
vestuario,2025-12-27,credito_vista,1671.9
vestuario,2025-12-27,credito_4x,2834.61
vestuario,2025-12-28,pix,278.08
vestuario,2025-12-28,debito,475.22
vestuario,2025-12-28,credito_vista,504.86
vestuario,2025-12-28,credito_4x,714.83
vestuario,2025-12-29,pix,619.69
vestuario,2025-12-29,debito,565.4
vestuario,2025-12-29,credito_vista,965.97
vestuario,2025-12-29,credito_4x,1526.0
vestuario,2025-12-30,pix,325.9
vestuario,2025-12-30,debito,573.04
vestuario,2025-12-30,credito_vista,930.63
vestuario,2025-12-30,credito_4x,1597.98
vestuario,2025-12-31,pix,376.06
vestuario,2025-12-31,debito,501.13
vestuario,2025-12-31,credito_vista,572.91
vestuario,2025-12-31,credito_4x,1448.23
vestuario,2026-01-01,pix,692.82
vestuario,2026-01-01,debito,597.54
vestuario,2026-01-01,credito_vista,823.62
vestuario,2026-01-01,credito_4x,2281.05
vestuario,2026-01-02,pix,585.99
vestuario,2026-01-02,debito,1107.14
vestuario,2026-01-02,credito_vista,1546.9
vestuario,2026-01-02,credito_4x,3009.21
vestuario,2026-01-03,pix,877.45
vestuario,2026-01-03,debito,1389.14
vestuario,2026-01-03,credito_vista,2241.9
vestuario,2026-01-03,credito_4x,5625.13
vestuario,2026-01-04,pix,283.31
vestuario,2026-01-04,debito,482.64
vestuario,2026-01-04,credito_vista,536.61
vestuario,2026-01-04,credito_4x,982.58
vestuario,2026-01-05,pix,622.56
vestuario,2026-01-05,debito,494.19
vestuario,2026-01-05,credito_vista,998.57
vestuario,2026-01-05,credito_4x,1970.2
vestuario,2026-01-06,pix,505.23
vestuario,2026-01-06,debito,646.54
vestuario,2026-01-06,credito_vista,904.76
vestuario,2026-01-06,credito_4x,1940.28
vestuario,2026-01-07,pix,542.56
vestuario,2026-01-07,debito,745.85
vestuario,2026-01-07,credito_vista,890.12
vestuario,2026-01-07,credito_4x,1709.97
vestuario,2026-01-08,pix,441.69
vestuario,2026-01-08,debito,1022.16
vestuario,2026-01-08,credito_vista,918.93
vestuario,2026-01-08,credito_4x,2114.22
vestuario,2026-01-09,pix,689.17
vestuario,2026-01-09,debito,1411.2
vestuario,2026-01-09,credito_vista,1136.65
vestuario,2026-01-09,credito_4x,2534.25
vestuario,2026-01-10,pix,1394.75
vestuario,2026-01-10,debito,1783.76
vestuario,2026-01-10,credito_vista,2325.65
vestuario,2026-01-10,credito_4x,4807.85
vestuario,2026-01-11,pix,281.7
vestuario,2026-01-11,debito,240.12
vestuario,2026-01-11,credito_vista,418.0
vestuario,2026-01-11,credito_4x,752.26
vestuario,2026-01-12,pix,254.53
vestuario,2026-01-12,debito,645.3
vestuario,2026-01-12,credito_vista,775.27
vestuario,2026-01-12,credito_4x,1541.97
vestuario,2026-01-13,pix,430.27
vestuario,2026-01-13,debito,407.41
vestuario,2026-01-13,credito_vista,661.16
vestuario,2026-01-13,credito_4x,1240.89
vestuario,2026-01-14,pix,521.88
vestuario,2026-01-14,debito,500.76
vestuario,2026-01-14,credito_vista,1080.81
vestuario,2026-01-14,credito_4x,2050.52
vestuario,2026-01-15,pix,778.26
vestuario,2026-01-15,debito,776.23
vestuario,2026-01-15,credito_vista,1208.99
vestuario,2026-01-15,credito_4x,2429.75
vestuario,2026-01-16,pix,789.18
vestuario,2026-01-16,debito,1036.1
vestuario,2026-01-16,credito_vista,1629.61
vestuario,2026-01-16,credito_4x,3058.15
vestuario,2026-01-17,pix,1082.83
vestuario,2026-01-17,debito,1104.41
vestuario,2026-01-17,credito_vista,1561.36
vestuario,2026-01-17,credito_4x,2944.88
vestuario,2026-01-18,pix,317.17
vestuario,2026-01-18,debito,347.64
vestuario,2026-01-18,credito_vista,398.99
vestuario,2026-01-18,credito_4x,968.72
vestuario,2026-01-19,pix,451.85
vestuario,2026-01-19,debito,584.17
vestuario,2026-01-19,credito_vista,541.55
vestuario,2026-01-19,credito_4x,1526.5
vestuario,2026-01-20,pix,446.87
vestuario,2026-01-20,debito,680.96
vestuario,2026-01-20,credito_vista,1106.48
vestuario,2026-01-20,credito_4x,1581.01
vestuario,2026-01-21,pix,499.08
vestuario,2026-01-21,debito,652.5
vestuario,2026-01-21,credito_vista,1127.11
vestuario,2026-01-21,credito_4x,1596.07
vestuario,2026-01-22,pix,376.12
vestuario,2026-01-22,debito,932.85
vestuario,2026-01-22,credito_vista,770.93
vestuario,2026-01-22,credito_4x,2004.6
vestuario,2026-01-23,pix,503.44
vestuario,2026-01-23,debito,680.68
vestuario,2026-01-23,credito_vista,1178.52
vestuario,2026-01-23,credito_4x,2630.36
vestuario,2026-01-24,pix,1259.53
vestuario,2026-01-24,debito,1183.21
vestuario,2026-01-24,credito_vista,1596.82
vestuario,2026-01-24,credito_4x,3074.25
vestuario,2026-01-25,pix,158.58
vestuario,2026-01-25,debito,225.06
vestuario,2026-01-25,credito_vista,302.15
vestuario,2026-01-25,credito_4x,711.82
vestuario,2026-01-26,pix,185.65
vestuario,2026-01-26,debito,459.61
vestuario,2026-01-26,credito_vista,638.6
vestuario,2026-01-26,credito_4x,1234.44
vestuario,2026-01-27,pix,566.19
vestuario,2026-01-27,debito,796.01
vestuario,2026-01-27,credito_vista,766.08
vestuario,2026-01-27,credito_4x,1765.2
vestuario,2026-01-28,pix,1146.25
vestuario,2026-01-28,debito,719.02
vestuario,2026-01-28,credito_vista,1114.47
vestuario,2026-01-28,credito_4x,1810.66
vestuario,2026-01-29,pix,411.18
vestuario,2026-01-29,debito,410.02
vestuario,2026-01-29,credito_vista,587.0
vestuario,2026-01-29,credito_4x,1045.95
vestuario,2026-01-30,pix,363.13
vestuario,2026-01-30,debito,508.53
vestuario,2026-01-30,credito_vista,605.91
vestuario,2026-01-30,credito_4x,1422.72
vestuario,2026-01-31,pix,758.27
vestuario,2026-01-31,debito,672.71
vestuario,2026-01-31,credito_vista,975.58
vestuario,2026-01-31,credito_4x,1821.88
vestuario,2026-02-01,pix,188.84
vestuario,2026-02-01,debito,426.88
vestuario,2026-02-01,credito_vista,417.45
vestuario,2026-02-01,credito_4x,1088.21
vestuario,2026-02-02,pix,605.43
vestuario,2026-02-02,debito,568.12
vestuario,2026-02-02,credito_vista,1048.79
vestuario,2026-02-02,credito_4x,2403.21
vestuario,2026-02-03,pix,693.16
vestuario,2026-02-03,debito,694.75
vestuario,2026-02-03,credito_vista,1022.5
vestuario,2026-02-03,credito_4x,2235.2
vestuario,2026-02-04,pix,618.74
vestuario,2026-02-04,debito,679.29
vestuario,2026-02-04,credito_vista,942.83
vestuario,2026-02-04,credito_4x,2282.37
vestuario,2026-02-05,pix,907.7
vestuario,2026-02-05,debito,1076.09
vestuario,2026-02-05,credito_vista,927.02
vestuario,2026-02-05,credito_4x,2502.1
vestuario,2026-02-06,pix,522.32
vestuario,2026-02-06,debito,1132.18
vestuario,2026-02-06,credito_vista,1075.01
vestuario,2026-02-06,credito_4x,2209.22
vestuario,2026-02-07,pix,921.89
vestuario,2026-02-07,debito,1423.3
vestuario,2026-02-07,credito_vista,1321.92
vestuario,2026-02-07,credito_4x,3692.56
vestuario,2026-02-08,pix,307.44
vestuario,2026-02-08,debito,411.74
vestuario,2026-02-08,credito_vista,432.08
vestuario,2026-02-08,credito_4x,1029.15
vestuario,2026-02-09,pix,326.26
vestuario,2026-02-09,debito,399.99
vestuario,2026-02-09,credito_vista,598.25
vestuario,2026-02-09,credito_4x,1215.1
vestuario,2026-02-10,pix,400.55
vestuario,2026-02-10,debito,477.01
vestuario,2026-02-10,credito_vista,691.36
vestuario,2026-02-10,credito_4x,1518.5
vestuario,2026-02-11,pix,288.89
vestuario,2026-02-11,debito,336.4
vestuario,2026-02-11,credito_vista,730.41
vestuario,2026-02-11,credito_4x,1450.56
vestuario,2026-02-12,pix,592.06
vestuario,2026-02-12,debito,893.74
vestuario,2026-02-12,credito_vista,1134.1
vestuario,2026-02-12,credito_4x,2221.12
vestuario,2026-02-13,pix,666.82
vestuario,2026-02-13,debito,973.22
vestuario,2026-02-13,credito_vista,1093.34
vestuario,2026-02-13,credito_4x,2514.42
vestuario,2026-02-14,pix,707.07
vestuario,2026-02-14,debito,1149.46
vestuario,2026-02-14,credito_vista,2238.27
vestuario,2026-02-14,credito_4x,3445.11
vestuario,2026-02-15,pix,144.51
vestuario,2026-02-15,debito,159.75
vestuario,2026-02-15,credito_vista,238.18
vestuario,2026-02-15,credito_4x,571.58
vestuario,2026-02-16,pix,408.42
vestuario,2026-02-16,debito,332.24
vestuario,2026-02-16,credito_vista,444.34
vestuario,2026-02-16,credito_4x,1058.64
vestuario,2026-02-17,pix,630.04
vestuario,2026-02-17,debito,577.68
vestuario,2026-02-17,credito_vista,809.17
vestuario,2026-02-17,credito_4x,2042.92
vestuario,2026-02-18,pix,220.67
vestuario,2026-02-18,debito,264.42
vestuario,2026-02-18,credito_vista,278.58
vestuario,2026-02-18,credito_4x,696.03
vestuario,2026-02-19,pix,1097.69
vestuario,2026-02-19,debito,979.21
vestuario,2026-02-19,credito_vista,940.76
vestuario,2026-02-19,credito_4x,2284.96
vestuario,2026-02-20,pix,322.64
vestuario,2026-02-20,debito,486.32
vestuario,2026-02-20,credito_vista,651.45
vestuario,2026-02-20,credito_4x,1544.73
vestuario,2026-02-21,pix,785.82
vestuario,2026-02-21,debito,1198.83
vestuario,2026-02-21,credito_vista,2110.77
vestuario,2026-02-21,credito_4x,3844.99
vestuario,2026-02-22,pix,148.59
vestuario,2026-02-22,debito,242.46
vestuario,2026-02-22,credito_vista,391.72
vestuario,2026-02-22,credito_4x,734.3
vestuario,2026-02-23,pix,507.51
vestuario,2026-02-23,debito,839.02
vestuario,2026-02-23,credito_vista,790.12
vestuario,2026-02-23,credito_4x,1993.52
vestuario,2026-02-24,pix,1306.55
vestuario,2026-02-24,debito,900.98
vestuario,2026-02-24,credito_vista,1083.18
vestuario,2026-02-24,credito_4x,2797.48
vestuario,2026-02-25,pix,243.71
vestuario,2026-02-25,debito,248.47
vestuario,2026-02-25,credito_vista,299.31
vestuario,2026-02-25,credito_4x,759.16
vestuario,2026-02-26,pix,462.69
vestuario,2026-02-26,debito,766.58
vestuario,2026-02-26,credito_vista,1005.86
vestuario,2026-02-26,credito_4x,1742.59
vestuario,2026-02-27,pix,237.48
vestuario,2026-02-27,debito,440.47
vestuario,2026-02-27,credito_vista,552.03
vestuario,2026-02-27,credito_4x,1265.5
vestuario,2026-02-28,pix,1051.53
vestuario,2026-02-28,debito,779.93
vestuario,2026-02-28,credito_vista,1035.78
vestuario,2026-02-28,credito_4x,3182.44
vestuario,2026-03-01,pix,336.85
vestuario,2026-03-01,debito,365.37
vestuario,2026-03-01,credito_vista,563.58
vestuario,2026-03-01,credito_4x,872.67
vestuario,2026-03-02,pix,554.38
vestuario,2026-03-02,debito,441.22
vestuario,2026-03-02,credito_vista,1032.64
vestuario,2026-03-02,credito_4x,2072.13
vestuario,2026-03-03,pix,390.16
vestuario,2026-03-03,debito,672.76
vestuario,2026-03-03,credito_vista,859.33
vestuario,2026-03-03,credito_4x,1466.91
vestuario,2026-03-04,pix,512.29
vestuario,2026-03-04,debito,722.9
vestuario,2026-03-04,credito_vista,831.1
vestuario,2026-03-04,credito_4x,3198.02
vestuario,2026-03-05,pix,521.62
vestuario,2026-03-05,debito,677.88
vestuario,2026-03-05,credito_vista,682.8
vestuario,2026-03-05,credito_4x,1521.98
vestuario,2026-03-06,pix,1194.56
vestuario,2026-03-06,debito,936.12
vestuario,2026-03-06,credito_vista,1494.4
vestuario,2026-03-06,credito_4x,4014.65
vestuario,2026-03-07,pix,969.31
vestuario,2026-03-07,debito,1694.58
vestuario,2026-03-07,credito_vista,1802.41
vestuario,2026-03-07,credito_4x,2820.16
vestuario,2026-03-08,pix,209.56
vestuario,2026-03-08,debito,304.95
vestuario,2026-03-08,credito_vista,356.03
vestuario,2026-03-08,credito_4x,687.83
vestuario,2026-03-09,pix,690.58
vestuario,2026-03-09,debito,668.03
vestuario,2026-03-09,credito_vista,1144.71
vestuario,2026-03-09,credito_4x,2913.88
vestuario,2026-03-10,pix,777.13
vestuario,2026-03-10,debito,990.78
vestuario,2026-03-10,credito_vista,767.12
vestuario,2026-03-10,credito_4x,1665.82
vestuario,2026-03-11,pix,730.58
vestuario,2026-03-11,debito,981.04
vestuario,2026-03-11,credito_vista,1332.13
vestuario,2026-03-11,credito_4x,2392.26
vestuario,2026-03-12,pix,779.92
vestuario,2026-03-12,debito,1075.0
vestuario,2026-03-12,credito_vista,1234.57
vestuario,2026-03-12,credito_4x,2312.13
vestuario,2026-03-13,pix,566.66
vestuario,2026-03-13,debito,692.6
vestuario,2026-03-13,credito_vista,945.36
vestuario,2026-03-13,credito_4x,2010.41
vestuario,2026-03-14,pix,683.86
vestuario,2026-03-14,debito,1128.9
vestuario,2026-03-14,credito_vista,1593.39
vestuario,2026-03-14,credito_4x,3288.13
vestuario,2026-03-15,pix,253.99
vestuario,2026-03-15,debito,356.17
vestuario,2026-03-15,credito_vista,426.42
vestuario,2026-03-15,credito_4x,934.49
vestuario,2026-03-16,pix,593.55
vestuario,2026-03-16,debito,693.07
vestuario,2026-03-16,credito_vista,1127.07
vestuario,2026-03-16,credito_4x,2148.7
vestuario,2026-03-17,pix,507.38
vestuario,2026-03-17,debito,705.23
vestuario,2026-03-17,credito_vista,786.38
vestuario,2026-03-17,credito_4x,1981.85
vestuario,2026-03-18,pix,509.07
vestuario,2026-03-18,debito,689.04
vestuario,2026-03-18,credito_vista,1035.76
vestuario,2026-03-18,credito_4x,1762.67
vestuario,2026-03-19,pix,575.97
vestuario,2026-03-19,debito,718.21
vestuario,2026-03-19,credito_vista,1045.16
vestuario,2026-03-19,credito_4x,1749.97
vestuario,2026-03-20,pix,724.75
vestuario,2026-03-20,debito,515.06
vestuario,2026-03-20,credito_vista,1219.58
vestuario,2026-03-20,credito_4x,2619.39
vestuario,2026-03-21,pix,1111.18
vestuario,2026-03-21,debito,1347.64
vestuario,2026-03-21,credito_vista,1928.7
vestuario,2026-03-21,credito_4x,4430.79
vestuario,2026-03-22,pix,293.48
vestuario,2026-03-22,debito,221.67
vestuario,2026-03-22,credito_vista,632.71
vestuario,2026-03-22,credito_4x,781.84
vestuario,2026-03-23,pix,417.05
vestuario,2026-03-23,debito,638.56
vestuario,2026-03-23,credito_vista,591.73
vestuario,2026-03-23,credito_4x,1484.23
vestuario,2026-03-24,pix,265.32
vestuario,2026-03-24,debito,366.72
vestuario,2026-03-24,credito_vista,859.24
vestuario,2026-03-24,credito_4x,1701.76
vestuario,2026-03-25,pix,482.83
vestuario,2026-03-25,debito,431.38
vestuario,2026-03-25,credito_vista,578.15
vestuario,2026-03-25,credito_4x,1288.8
vestuario,2026-03-26,pix,411.51
vestuario,2026-03-26,debito,414.97
vestuario,2026-03-26,credito_vista,536.35
vestuario,2026-03-26,credito_4x,1071.76
vestuario,2026-03-27,pix,394.26
vestuario,2026-03-27,debito,700.79
vestuario,2026-03-27,credito_vista,700.2
vestuario,2026-03-27,credito_4x,1733.59
vestuario,2026-03-28,pix,929.38
vestuario,2026-03-28,debito,1335.86
vestuario,2026-03-28,credito_vista,1390.35
vestuario,2026-03-28,credito_4x,3840.83
vestuario,2026-03-29,pix,111.98
vestuario,2026-03-29,debito,309.18
vestuario,2026-03-29,credito_vista,443.99
vestuario,2026-03-29,credito_4x,649.07
vestuario,2026-03-30,pix,427.16
vestuario,2026-03-30,debito,429.79
vestuario,2026-03-30,credito_vista,658.47
vestuario,2026-03-30,credito_4x,1743.03
vestuario,2026-03-31,pix,218.5
vestuario,2026-03-31,debito,245.84
vestuario,2026-03-31,credito_vista,338.41
vestuario,2026-03-31,credito_4x,560.68
vestuario,2026-04-01,pix,608.59
vestuario,2026-04-01,debito,1020.85
vestuario,2026-04-01,credito_vista,1049.37
vestuario,2026-04-01,credito_4x,2463.33
vestuario,2026-04-02,pix,887.56
vestuario,2026-04-02,debito,929.74
vestuario,2026-04-02,credito_vista,554.95
vestuario,2026-04-02,credito_4x,2527.67
vestuario,2026-04-03,pix,579.31
vestuario,2026-04-03,debito,625.46
vestuario,2026-04-03,credito_vista,931.42
vestuario,2026-04-03,credito_4x,3316.16
vestuario,2026-04-04,pix,1291.42
vestuario,2026-04-04,debito,1671.29
vestuario,2026-04-04,credito_vista,2179.92
vestuario,2026-04-04,credito_4x,3314.62
vestuario,2026-04-05,pix,252.44
vestuario,2026-04-05,debito,323.43
vestuario,2026-04-05,credito_vista,466.01
vestuario,2026-04-05,credito_4x,996.69
vestuario,2026-04-06,pix,328.65
vestuario,2026-04-06,debito,462.38
vestuario,2026-04-06,credito_vista,348.23
vestuario,2026-04-06,credito_4x,1028.44
vestuario,2026-04-07,pix,832.44
vestuario,2026-04-07,debito,888.4
vestuario,2026-04-07,credito_vista,1096.6
vestuario,2026-04-07,credito_4x,2384.21
vestuario,2026-04-08,pix,503.78
vestuario,2026-04-08,debito,1207.61
vestuario,2026-04-08,credito_vista,907.95
vestuario,2026-04-08,credito_4x,2205.19
vestuario,2026-04-09,pix,654.07
vestuario,2026-04-09,debito,966.02
vestuario,2026-04-09,credito_vista,1082.52
vestuario,2026-04-09,credito_4x,2035.44
vestuario,2026-04-10,pix,402.93
vestuario,2026-04-10,debito,794.13
vestuario,2026-04-10,credito_vista,1590.82
vestuario,2026-04-10,credito_4x,2022.28
vestuario,2026-04-11,pix,585.79
vestuario,2026-04-11,debito,1055.27
vestuario,2026-04-11,credito_vista,1058.89
vestuario,2026-04-11,credito_4x,1971.19
vestuario,2026-04-12,pix,232.12
vestuario,2026-04-12,debito,395.29
vestuario,2026-04-12,credito_vista,414.32
vestuario,2026-04-12,credito_4x,995.82
vestuario,2026-04-13,pix,716.7
vestuario,2026-04-13,debito,808.82
vestuario,2026-04-13,credito_vista,1026.16
vestuario,2026-04-13,credito_4x,2126.57
vestuario,2026-04-14,pix,542.55
vestuario,2026-04-14,debito,617.8
vestuario,2026-04-14,credito_vista,881.03
vestuario,2026-04-14,credito_4x,1791.5
vestuario,2026-04-15,pix,203.89
vestuario,2026-04-15,debito,509.54
vestuario,2026-04-15,credito_vista,576.14
vestuario,2026-04-15,credito_4x,1413.61
vestuario,2026-04-16,pix,503.79
vestuario,2026-04-16,debito,990.17
vestuario,2026-04-16,credito_vista,1059.16
vestuario,2026-04-16,credito_4x,1977.7
vestuario,2026-04-17,pix,385.83
vestuario,2026-04-17,debito,1220.7
vestuario,2026-04-17,credito_vista,1169.53
vestuario,2026-04-17,credito_4x,2343.83
vestuario,2026-04-18,pix,711.77
vestuario,2026-04-18,debito,1934.76
vestuario,2026-04-18,credito_vista,1567.45
vestuario,2026-04-18,credito_4x,4006.9
vestuario,2026-04-19,pix,275.29
vestuario,2026-04-19,debito,544.5
vestuario,2026-04-19,credito_vista,457.54
vestuario,2026-04-19,credito_4x,924.84
vestuario,2026-04-20,pix,141.13
vestuario,2026-04-20,debito,198.98
vestuario,2026-04-20,credito_vista,360.82
vestuario,2026-04-20,credito_4x,484.17
vestuario,2026-04-21,pix,394.19
vestuario,2026-04-21,debito,689.44
vestuario,2026-04-21,credito_vista,955.55
vestuario,2026-04-21,credito_4x,2070.69
vestuario,2026-04-22,pix,265.12
vestuario,2026-04-22,debito,505.05
vestuario,2026-04-22,credito_vista,947.97
vestuario,2026-04-22,credito_4x,1309.48
vestuario,2026-04-23,pix,500.66
vestuario,2026-04-23,debito,531.29
vestuario,2026-04-23,credito_vista,699.54
vestuario,2026-04-23,credito_4x,1235.09
vestuario,2026-04-24,pix,608.73
vestuario,2026-04-24,debito,944.82
vestuario,2026-04-24,credito_vista,1095.56
vestuario,2026-04-24,credito_4x,2315.87
vestuario,2026-04-25,pix,1040.46
vestuario,2026-04-25,debito,961.29
vestuario,2026-04-25,credito_vista,1636.54
vestuario,2026-04-25,credito_4x,2536.3
vestuario,2026-04-26,pix,185.21
vestuario,2026-04-26,debito,191.36
vestuario,2026-04-26,credito_vista,279.05
vestuario,2026-04-26,credito_4x,362.0
vestuario,2026-04-27,pix,472.24
vestuario,2026-04-27,debito,483.01
vestuario,2026-04-27,credito_vista,696.16
vestuario,2026-04-27,credito_4x,1617.93
vestuario,2026-04-28,pix,410.04
vestuario,2026-04-28,debito,645.87
vestuario,2026-04-28,credito_vista,670.77
vestuario,2026-04-28,credito_4x,1785.34
vestuario,2026-04-29,pix,404.88
vestuario,2026-04-29,debito,569.28
vestuario,2026-04-29,credito_vista,701.87
vestuario,2026-04-29,credito_4x,1540.23
vestuario,2026-04-30,pix,262.56
vestuario,2026-04-30,debito,411.34
vestuario,2026-04-30,credito_vista,729.02
vestuario,2026-04-30,credito_4x,1458.46
vestuario,2026-05-01,pix,741.6
vestuario,2026-05-01,debito,950.39
vestuario,2026-05-01,credito_vista,971.29
vestuario,2026-05-01,credito_4x,2126.69
vestuario,2026-05-02,pix,1276.51
vestuario,2026-05-02,debito,2241.58
vestuario,2026-05-02,credito_vista,2280.92
vestuario,2026-05-02,credito_4x,4176.73
vestuario,2026-05-03,pix,141.08
vestuario,2026-05-03,debito,334.28
vestuario,2026-05-03,credito_vista,449.42
vestuario,2026-05-03,credito_4x,602.85
vestuario,2026-05-04,pix,770.53
vestuario,2026-05-04,debito,952.19
vestuario,2026-05-04,credito_vista,926.52
vestuario,2026-05-04,credito_4x,2370.6
vestuario,2026-05-05,pix,387.95
vestuario,2026-05-05,debito,686.39
vestuario,2026-05-05,credito_vista,882.14
vestuario,2026-05-05,credito_4x,2206.84
vestuario,2026-05-06,pix,531.09
vestuario,2026-05-06,debito,684.58
vestuario,2026-05-06,credito_vista,1028.72
vestuario,2026-05-06,credito_4x,2232.3
vestuario,2026-05-07,pix,346.08
vestuario,2026-05-07,debito,464.6
vestuario,2026-05-07,credito_vista,590.4
vestuario,2026-05-07,credito_4x,1769.74
vestuario,2026-05-08,pix,849.48
vestuario,2026-05-08,debito,978.37
vestuario,2026-05-08,credito_vista,1550.47
vestuario,2026-05-08,credito_4x,2518.56
vestuario,2026-05-09,pix,1215.97
vestuario,2026-05-09,debito,1354.99
vestuario,2026-05-09,credito_vista,2534.74
vestuario,2026-05-09,credito_4x,4112.61
vestuario,2026-05-10,pix,203.69
vestuario,2026-05-10,debito,369.91
vestuario,2026-05-10,credito_vista,275.43
vestuario,2026-05-10,credito_4x,763.07
vestuario,2026-05-11,pix,521.64
vestuario,2026-05-11,debito,504.65
vestuario,2026-05-11,credito_vista,1131.47
vestuario,2026-05-11,credito_4x,1658.43
vestuario,2026-05-12,pix,322.66
vestuario,2026-05-12,debito,404.16
vestuario,2026-05-12,credito_vista,1119.68
vestuario,2026-05-12,credito_4x,1877.45
vestuario,2026-05-13,pix,435.66
vestuario,2026-05-13,debito,655.92
vestuario,2026-05-13,credito_vista,559.02
vestuario,2026-05-13,credito_4x,1667.59
vestuario,2026-05-14,pix,548.78
vestuario,2026-05-14,debito,933.36
vestuario,2026-05-14,credito_vista,1070.47
vestuario,2026-05-14,credito_4x,2548.01
vestuario,2026-05-15,pix,374.59
vestuario,2026-05-15,debito,506.11
vestuario,2026-05-15,credito_vista,574.39
vestuario,2026-05-15,credito_4x,1199.6
vestuario,2026-05-16,pix,670.7
vestuario,2026-05-16,debito,1145.23
vestuario,2026-05-16,credito_vista,2075.67
vestuario,2026-05-16,credito_4x,3495.01
vestuario,2026-05-17,pix,294.28
vestuario,2026-05-17,debito,421.79
vestuario,2026-05-17,credito_vista,547.18
vestuario,2026-05-17,credito_4x,1353.46
vestuario,2026-05-18,pix,526.69
vestuario,2026-05-18,debito,935.92
vestuario,2026-05-18,credito_vista,761.27
vestuario,2026-05-18,credito_4x,2290.41
vestuario,2026-05-19,pix,675.96
vestuario,2026-05-19,debito,678.6
vestuario,2026-05-19,credito_vista,681.94
vestuario,2026-05-19,credito_4x,1916.4
vestuario,2026-05-20,pix,448.91
vestuario,2026-05-20,debito,666.64
vestuario,2026-05-20,credito_vista,900.63
vestuario,2026-05-20,credito_4x,1580.95
vestuario,2026-05-21,pix,349.35
vestuario,2026-05-21,debito,911.38
vestuario,2026-05-21,credito_vista,745.99
vestuario,2026-05-21,credito_4x,1673.44
vestuario,2026-05-22,pix,651.23
vestuario,2026-05-22,debito,928.66
vestuario,2026-05-22,credito_vista,979.62
vestuario,2026-05-22,credito_4x,2230.07
vestuario,2026-05-23,pix,946.3
vestuario,2026-05-23,debito,1082.2
vestuario,2026-05-23,credito_vista,1605.8
vestuario,2026-05-23,credito_4x,4022.02
vestuario,2026-05-24,pix,221.74
vestuario,2026-05-24,debito,331.14
vestuario,2026-05-24,credito_vista,355.74
vestuario,2026-05-24,credito_4x,672.16
vestuario,2026-05-25,pix,393.9
vestuario,2026-05-25,debito,451.65
vestuario,2026-05-25,credito_vista,738.2
vestuario,2026-05-25,credito_4x,1683.28
vestuario,2026-05-26,pix,446.49
vestuario,2026-05-26,debito,543.8
vestuario,2026-05-26,credito_vista,854.96
vestuario,2026-05-26,credito_4x,2523.87
vestuario,2026-05-27,pix,462.03
vestuario,2026-05-27,debito,642.7
vestuario,2026-05-27,credito_vista,636.71
