empresa,data_venda,modalidade,valor_bruto,taxa_hipotetica,parcelas,prazo_primeira_liquidacao_dias
mercadinho,2026-08-20,credito_vista,916.56,0.025,1,30
mercadinho,2026-08-20,credito_4x,183.31,0.035,4,30
mercadinho,2026-08-21,pix,2292.42,0.0,1,0
mercadinho,2026-08-21,debito,1855.77,0.012,1,1
mercadinho,2026-08-21,credito_vista,1091.63,0.025,1,30
mercadinho,2026-08-21,credito_4x,218.33,0.035,4,30
mercadinho,2026-08-22,pix,2598.85,0.0,1,0
mercadinho,2026-08-22,debito,2103.83,0.012,1,1
mercadinho,2026-08-22,credito_vista,1237.55,0.025,1,30
mercadinho,2026-08-22,credito_4x,247.51,0.035,4,30
mercadinho,2026-08-23,pix,1060.79,0.0,1,0
mercadinho,2026-08-23,debito,858.74,0.012,1,1
mercadinho,2026-08-23,credito_vista,505.14,0.025,1,30
mercadinho,2026-08-23,credito_4x,101.03,0.035,4,30
mercadinho,2026-08-24,pix,2185.65,0.0,1,0
mercadinho,2026-08-24,debito,1769.34,0.012,1,1
mercadinho,2026-08-24,credito_vista,1040.79,0.025,1,30
mercadinho,2026-08-24,credito_4x,208.16,0.035,4,30
mercadinho,2026-08-25,pix,1190.47,0.0,1,0
mercadinho,2026-08-25,debito,963.72,0.012,1,1
mercadinho,2026-08-25,credito_vista,566.89,0.025,1,30
mercadinho,2026-08-25,credito_4x,113.38,0.035,4,30
mercadinho,2026-08-26,pix,1230.52,0.0,1,0
mercadinho,2026-08-26,debito,996.14,0.012,1,1
mercadinho,2026-08-26,credito_vista,585.96,0.025,1,30
mercadinho,2026-08-26,credito_4x,117.19,0.035,4,30
mercadinho,2026-08-27,pix,1376.58,0.0,1,0
mercadinho,2026-08-27,debito,1114.38,0.012,1,1
mercadinho,2026-08-27,credito_vista,655.52,0.025,1,30
mercadinho,2026-08-27,credito_4x,131.1,0.035,4,30
mercadinho,2026-08-28,pix,1868.55,0.0,1,0
mercadinho,2026-08-28,debito,1512.63,0.012,1,1
mercadinho,2026-08-28,credito_vista,889.78,0.025,1,30
mercadinho,2026-08-28,credito_4x,177.96,0.035,4,30
mercadinho,2026-08-29,pix,1634.46,0.0,1,0
mercadinho,2026-08-29,debito,1323.14,0.012,1,1
mercadinho,2026-08-29,credito_vista,778.32,0.025,1,30
mercadinho,2026-08-29,credito_4x,155.66,0.035,4,30
mercadinho,2026-08-30,pix,715.39,0.0,1,0
mercadinho,2026-08-30,debito,579.13,0.012,1,1
mercadinho,2026-08-30,credito_vista,340.66,0.025,1,30
mercadinho,2026-08-30,credito_4x,68.13,0.035,4,30
mercadinho,2026-08-31,pix,1146.35,0.0,1,0
mercadinho,2026-08-31,debito,928.0,0.012,1,1
mercadinho,2026-08-31,credito_vista,545.88,0.025,1,30
mercadinho,2026-08-31,credito_4x,109.18,0.035,4,30
mercadinho,2026-09-01,pix,2199.58,0.0,1,0
mercadinho,2026-09-01,debito,1780.61,0.012,1,1
mercadinho,2026-09-01,credito_vista,1047.42,0.025,1,30
mercadinho,2026-09-01,credito_4x,209.48,0.035,4,30
mercadinho,2026-09-02,pix,1945.97,0.0,1,0
mercadinho,2026-09-02,debito,1575.31,0.012,1,1
mercadinho,2026-09-02,credito_vista,926.65,0.025,1,30
mercadinho,2026-09-02,credito_4x,185.33,0.035,4,30
mercadinho,2026-09-03,pix,2216.23,0.0,1,0
mercadinho,2026-09-03,debito,1794.09,0.012,1,1
mercadinho,2026-09-03,credito_vista,1055.35,0.025,1,30
mercadinho,2026-09-03,credito_4x,211.07,0.035,4,30
mercadinho,2026-09-04,pix,3069.75,0.0,1,0
mercadinho,2026-09-04,debito,2485.03,0.012,1,1
mercadinho,2026-09-04,credito_vista,1461.78,0.025,1,30
mercadinho,2026-09-04,credito_4x,292.36,0.035,4,30
mercadinho,2026-09-05,pix,3016.16,0.0,1,0
mercadinho,2026-09-05,debito,2441.65,0.012,1,1
mercadinho,2026-09-05,credito_vista,1436.27,0.025,1,30
mercadinho,2026-09-05,credito_4x,287.25,0.035,4,30
mercadinho,2026-09-06,pix,1412.39,0.0,1,0
mercadinho,2026-09-06,debito,1143.36,0.012,1,1
mercadinho,2026-09-06,credito_vista,672.57,0.025,1,30
mercadinho,2026-09-06,credito_4x,134.51,0.035,4,30
mercadinho,2026-09-07,pix,2342.19,0.0,1,0
mercadinho,2026-09-07,debito,1896.06,0.012,1,1
mercadinho,2026-09-07,credito_vista,1115.33,0.025,1,30
mercadinho,2026-09-07,credito_4x,223.07,0.035,4,30
mercadinho,2026-09-08,pix,2330.1,0.0,1,0
mercadinho,2026-09-08,debito,1886.27,0.012,1,1
mercadinho,2026-09-08,credito_vista,1109.57,0.025,1,30
mercadinho,2026-09-08,credito_4x,221.91,0.035,4,30
mercadinho,2026-09-09,pix,2285.91,0.0,1,0
mercadinho,2026-09-09,debito,1850.5,0.012,1,1
mercadinho,2026-09-09,credito_vista,1088.53,0.025,1,30
mercadinho,2026-09-09,credito_4x,217.71,0.035,4,30
mercadinho,2026-09-10,pix,2137.08,0.0,1,0
mercadinho,2026-09-10,debito,1730.02,0.012,1,1
mercadinho,2026-09-10,credito_vista,1017.66,0.025,1,30
mercadinho,2026-09-10,credito_4x,203.53,0.035,4,30
mercadinho,2026-09-11,pix,2203.28,0.0,1,0
mercadinho,2026-09-11,debito,1783.61,0.012,1,1
mercadinho,2026-09-11,credito_vista,1049.18,0.025,1,30
mercadinho,2026-09-11,credito_4x,209.84,0.035,4,30
mercadinho,2026-09-12,pix,2770.72,0.0,1,0
mercadinho,2026-09-12,debito,2242.97,0.012,1,1
mercadinho,2026-09-12,credito_vista,1319.39,0.025,1,30
mercadinho,2026-09-12,credito_4x,263.88,0.035,4,30
mercadinho,2026-09-13,pix,1117.04,0.0,1,0
mercadinho,2026-09-13,debito,904.27,0.012,1,1
mercadinho,2026-09-13,credito_vista,531.92,0.025,1,30
mercadinho,2026-09-13,credito_4x,106.38,0.035,4,30
mercadinho,2026-09-14,pix,1617.42,0.0,1,0
mercadinho,2026-09-14,debito,1309.34,0.012,1,1
mercadinho,2026-09-14,credito_vista,770.2,0.025,1,30
mercadinho,2026-09-14,credito_4x,154.04,0.035,4,30
novo,2026-09-01,pix,199.27,0,1,0
novo,2026-09-01,debito,265.69,0.012,1,1
novo,2026-09-01,credito_vista,166.06,0.025,1,30
novo,2026-09-01,credito_3x,33.21,0.032,3,30
novo,2026-09-02,pix,249.27,0,1,0
novo,2026-09-02,debito,332.35,0.012,1,1
novo,2026-09-02,credito_vista,207.72,0.025,1,30
novo,2026-09-02,credito_3x,41.54,0.032,3,30
novo,2026-09-03,pix,210.38,0,1,0
novo,2026-09-03,debito,280.51,0.012,1,1
novo,2026-09-03,credito_vista,175.32,0.025,1,30
novo,2026-09-03,credito_3x,35.06,0.032,3,30
novo,2026-09-04,pix,357.76,0,1,0
novo,2026-09-04,debito,477.02,0.012,1,1
novo,2026-09-04,credito_vista,298.14,0.025,1,30
novo,2026-09-04,credito_3x,59.63,0.032,3,30
novo,2026-09-05,pix,406.45,0,1,0
novo,2026-09-05,debito,541.93,0.012,1,1
novo,2026-09-05,credito_vista,338.71,0.025,1,30
novo,2026-09-05,credito_3x,67.74,0.032,3,30
novo,2026-09-06,pix,263.83,0,1,0
novo,2026-09-06,debito,351.77,0.012,1,1
novo,2026-09-06,credito_vista,219.86,0.025,1,30
novo,2026-09-06,credito_3x,43.97,0.032,3,30
novo,2026-09-07,pix,190.0,0,1,0
novo,2026-09-07,debito,253.34,0.012,1,1
novo,2026-09-07,credito_vista,158.34,0.025,1,30
novo,2026-09-07,credito_3x,31.67,0.032,3,30
novo,2026-09-08,pix,219.5,0,1,0
novo,2026-09-08,debito,292.67,0.012,1,1
novo,2026-09-08,credito_vista,182.92,0.025,1,30
novo,2026-09-08,credito_3x,36.58,0.032,3,30
novo,2026-09-09,pix,270.96,0,1,0
novo,2026-09-09,debito,361.27,0.012,1,1
novo,2026-09-09,credito_vista,225.8,0.025,1,30
novo,2026-09-09,credito_3x,45.16,0.032,3,30
novo,2026-09-10,pix,320.0,0,1,0
novo,2026-09-10,debito,426.67,0.012,1,1
novo,2026-09-10,credito_vista,266.67,0.025,1,30
novo,2026-09-10,credito_3x,53.33,0.032,3,30
novo,2026-09-11,pix,348.57,0,1,0
novo,2026-09-11,debito,464.76,0.012,1,1
novo,2026-09-11,credito_vista,290.47,0.025,1,30
novo,2026-09-11,credito_3x,58.09,0.032,3,30
novo,2026-09-12,pix,405.5,0,1,0
novo,2026-09-12,debito,540.67,0.012,1,1
novo,2026-09-12,credito_vista,337.92,0.025,1,30
novo,2026-09-12,credito_3x,67.58,0.032,3,30
novo,2026-09-13,pix,276.14,0,1,0
novo,2026-09-13,debito,368.18,0.012,1,1
novo,2026-09-13,credito_vista,230.11,0.025,1,30
novo,2026-09-13,credito_3x,46.02,0.032,3,30
novo,2026-09-14,pix,226.75,0,1,0
novo,2026-09-14,debito,302.33,0.012,1,1
novo,2026-09-14,credito_vista,188.96,0.025,1,30
novo,2026-09-14,credito_3x,37.79,0.032,3,30
